1	2.2082744135228043
2	2.2679936482244267
3	2.3085671646715933
4	2.3711778844596574
5	2.4807312783775197
6	2.506341930508065
7	2.553343811341229
8	2.6973262377392344
9	2.716018370751387
1	2.631888840136646
11	2.647592232065096
12	2.6361960973342264
13	2.6525374911719513
14	2.6769034721053733
15	2.922085733385692
16	2.986691528901842
17	3.070839746040796
18	3.080073421987742
19	3.0184717605234805
20	2.987700101856727
21	3.035433640405543
22	3.1276373444339294
23	3.1793030497483774
24	3.2534704696327
25	3.327550841493857
26	3.2646137165420543
27	3.2928695047765273
28	3.229222116922345
29	3.259249719006474
30	3.379973745210529
31	3.443298557680791
32	3.510350695558678
33	3.596215769250517
34	3.7103962975761857
35	3.7220724214697003
36	3.716980884224811
37	3.8006444174447567
38	3.844386356712335
39	3.846310462062765
40	3.8334126048462345
41	4.003507695550324
42	4.088661779086602
43	4.115779842942166
44	3.8877303128591016
45	4.104294893075269
46	4.192680462942962
