1	0.09683323370000001
2	0.09373125480000001
3	0.09068926330000002
4	0.0877072592
5	0.08478524250000001
6	0.0819232132
7	0.07912117130000001
8	0.07637911680000001
9	0.0736970497
1	0.09683323370000001
11	0.0685128777
12	0.0660107728
13	0.0635686553
14	0.06118652520000001
15	0.058864382500000006
16	0.0566022272
17	0.054400059300000005
18	0.052257878800000004
19	0.0501756857
20	0.048153480000000005
21	0.0461912617
22	0.044289030800000004
23	0.0424467873
24	0.040664531200000006
25	0.0389422625
26	0.037279981200000006
27	0.0356776873
28	0.034135380800000004
29	0.0326530617
30	0.03123073
31	0.029868385699999993
32	0.0285660288
33	0.027323659300000004
34	0.0261412772
35	0.025018882500000006
36	0.0239564752
37	0.022954055300000005
38	0.0220116228
39	0.0211291777
40	0.020306720000000007
41	0.019544249699999988
42	0.018841766799999993
43	0.0181992713
44	0.01761676320000001
45	0.01709424249999999
46	0.016631709199999997
