1	2.338062346
2	2.3723115839999998
3	2.406857714
4	2.441700736
5	2.47684065
6	2.5122774560000005
7	2.548011154
8	2.5840417440000003
9	2.620369226
1	2.338062346
11	2.693914866
12	2.731133024
13	2.768648074
14	2.8064600160000004
15	2.84456885
16	2.882974576
17	2.9216771940000004
18	2.960676704
19	2.999973106
20	3.0395664
21	3.079456586
22	3.1196436640000003
23	3.1601276339999997
24	3.2009084960000003
25	3.24198625
26	3.283360896
27	3.3250324339999997
28	3.367000864
29	3.409266186
30	3.4518284
31	3.494687506
32	3.537843504
33	3.581296394
34	3.6250461759999997
35	3.6690928499999997
36	3.713436416
37	3.7580768740000003
38	3.803014224
39	3.848248466
40	3.8937796000000002
41	3.939607626
42	3.9857325439999998
43	4.032154354
44	4.078873056
45	4.12588865
46	4.173201136
